data gatherer,Genus,Species,Family,Realm,Kingdom,Phylum,Class,Order,"maximum body size (SVL, HBL, cm)",Source for maximum body size,notes on body size (e.g. type of metric),Trophic position,Source/logic for trophic position,migratory?,source/logic for migration info,dispersal distance category,logic/source for dispersal distance,dispersal type (walking may need to be reworded to something that encaptures slithering),logic/source for dispersal type,cold season dormancy?,source/logic for cold season dormancy,notes for cold season dormancy,hot season dormancy?,source/logic for hot season dormancy,notes for hot season dormancy,highland specialist,source/logic for highland specialist,Pelagic habitat (for marine species),source/logic for pelagic habitat,notes,origGenus,origSpecies,Terrestriality (available for mammals only; see panTHERIA metadata),pantheria05Genus,pantheria05Species,pantheria93Genus,pantheria93Species,allPantheriaSynonyms05,pantheriaReferences,binaryName,TRY species number (for plants),genus_species,limit_type
Miguel R.,Psammodromus,algirus,Lacertidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,9,Moreno-Rueda et al. (2018) Current Zoology 64(5): 603–613,max adult SVL,insectivore,Moreno-Rueda et al. (2018) Current Zoology 64(5): 603–613,non-migratory,"there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour",NA,NA,slithering,Squamate slithering tetrapod,Y,"Civantos, E., & Forsman, A. (2000). Determinants of survival in juvenile Psammodromus algirus lizards. Oecologia, 124(1), 64-72.",enters hibernation in late October and emerges in early March,Y,"Carretero, M. A., & Llorente, G. A. (1997). Reproduction of Psammodromus algirus in coastal sandy areas of NE Spain. Amphibia-Reptilia, 18(4), 369-382.",aestivation,NA,NA,NA,terrestrial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Psammodromus_algirus,"max, min"
Miguel R.,Psammodromus,hispanicus,Lacertidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,5,"Arnold, E.N., and Burton, J.A. (1987) ""A field guide to the reptiles and amphibians of Britain and Europe"" London: Collins",max adult SVL,omnivore,Cooper and Vitt (2002) Journal of Zoology 257(4): 487-517,non-migratory,"there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour",NA,NA,slithering,Squamate slithering tetrapod,Y,"Pérez-Quintero, J. C. (1996). Reproductive characteristics of three Mediterranean lizards: Psammodromus algirus (L), Psammodromus hispanicus Fitzinger and Acanthodactylus erythrurus (Schinz). Amphibia-Reptilia, 17(3), 197-208.",hibernation,Y,no info - based on climate and congeners,,NA,NA,NA,terrestrial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Psammodromus_hispanicus,"max, min"
Miguel R.,Pseudechis,porphyriacus,Elapidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,250,ADW,max body length,carnivore,ADW,non-migratory,"there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour",NA,NA,slithering,Squamate slithering tetrapod,NA,NA,,NA,NA,,NA,NA,NA,terrestrial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pseudechis_porphyriacus,min
Adam A,Pseudemoia,entrecasteauxii,Scincidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,6.4,Meiri 2008,max adult SVL,carnivore,Meiri et al. (2012) Gloval Ecology and Biogeography 22: 834-845,non-migratory,"there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour",0-1km,""" """,Walking,Squamate walking tetrapod,Y,"Murphy, K., Hudson, S., & Shea, G. (2006). Reproductive seasonality of three cold-temperate viviparous skinks from southeastern Australia. Journal of Herpetology, 40(4), 454-464.",hibernation,N,no info - based on climate,,No,http://reptile-database.reptarium.cz/species?genus=Pseudemoia&species=entrecasteauxii&search_param=%28%28search%3D%27pseudemoia%27%29%29,NA,terrestrial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pseudemoia_entrecasteauxii,"max, min"
Adam A,Pseudemoia,spenceri,Scincidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,6.5,Meiri 2008,max adult SVL,insectivore,guess based on others in family,non-migratory,"there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour",0-1km,""" """,Walking,Squamate walking tetrapod,Y,no info - based on climate and congeners,,N,no info - based on climate,,No,http://reptile-database.reptarium.cz/species?genus=Pseudemoia&species=spenceri&search_param=%28%28search%3D%27pseudemoia%27%29%29,NA,terrestrial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pseudemoia_spenceri,"max, min"
Ignacio,Pseudocordylus,melanotus,Cordylidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,12.7,Flemming 1993,max adult SVL,"insectivore, omnivore","McConnachie, S. (2006). An energy budget for the lizard Pseudocordylus melanotus melanotus, an extreme sit-and-wait forager (Doctoral dissertation, Faculty of Science, University of the Witwatersrand, Johannesburg).",non-migratory,"there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour",0-1km,"No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)",walking,Squamate walking tetrapod,N,Only species for which there is evidence of brumation are classified as cold dormants.,,No,I have found no evidence of aestivation within this species subset,,NA,NA,NA,terrestrial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pseudocordylus_melanotus,min
Miguel R.,Pseudonaja,nuchalis,Elapidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,NA,NA,NA,carnivore,Skejic et al. (2018)  bioRxiv: 378141,non-migratory,"there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour",NA,NA,slithering,Squamate slithering tetrapod,NA,NA,,NA,NA,,NA,NA,NA,terrestrial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pseudonaja_nuchalis,min
Miguel R.,Pseudonaja,textilis,Elapidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,200,Whitaker et al. (2000) Functional Ecology 14(1): 25-31,carnivore,carnivore,Skejic et al. (2015) Journal of proteome research 14(11): 4896-4906,non-migratory,"there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour",NA,NA,slithering,Squamate slithering tetrapod,Y,"Whitaker, P. B., & Shine, R. (2002). Thermal biology and activity patterns of the eastern brownsnake (Pseudonaja textilis): a radiotelemetric study. Herpetologica, 58(4), 436-452.",winter inactivity,Y,"Whitaker, P. B., & Shine, R. (2002). Thermal biology and activity patterns of the eastern brownsnake (Pseudonaja textilis): a radiotelemetric study. Herpetologica, 58(4), 436-452.",,summer inactivity,NA,NA,terrestrial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pseudonaja_textilis,"max, min"
Adam A,Ptenopus,garrulus,Gekkonidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,6.48,Meiri 2008,max adult SVL,insectivore,10.1670/55-05N.1,non-migratory,"there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour",0-1km,""" """,Walking,Squamate walking tetrapod,Y,No info- Based on climate,,No,No info- based on climate,,No,Based on range,NA,terrestrial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ptenopus_garrulus,max
Ignacio,Rankinia,diemensis,Agamidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,6.515,Meiri 2008,max adult SVL,"insectivore, omnivore","Walton, D. W. Ed. 1987. Fauna of Australia, Volume 1A. Australian Government Publishing Service, Canberra. ISBN 0-644-06055-16",non-migratory,"there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour",0-1km,"No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)",walking,Squamate walking tetrapod,Y,"Stuart-Smith, J. F., Swain, R., & Welling, A. (2005). Reproductive ecology of the mountain dragon, Rankinia (Tympanocryptis) diemensis (Reptilia: Squamata: Agamidae) in Tasmania. In Papers and Proceedings of the Royal Society of Tasmania (Vol. 139, pp. 23-28).",winter torpor lasts for 7 months,N,no info - based on climate,,NA,NA,NA,terrestrial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rankinia_diemensis,"max, min"
Miguel R.,Rhinocheilus,lecontei,Colubridae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,104,Rodríguez‐Robles and Greene (1999) Journal of Zoology 248(4): 489-499,max adult SVL,carnivore,Rodríguez-Robles et al. (1999) Journal of Herpetology 87-92,non-migratory,"there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour",NA,NA,slithering,Squamate slithering tetrapod,NA,NA,,NA,NA,,NA,NA,NA,terrestrial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rhinocheilus_lecontei,max
Adam A,Saiphos,equalis,Scincidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,8.7,Meiri 2008,max adult SVL,insectivore,guess based on others in family,non-migratory,"there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour",0-1km,""" """,Walking,Squamate walking tetrapod,Y,No info- based on climate,,No,No info- based on climate,,No,http://www.arod.com.au/arod/reptilia/Squamata/Scincidae/Saiphos/equalis?q=saiphos%20equalis,NA,terrestrial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Saiphos_equalis,max
Adam A,Saproscincus,basiliscus,Scincidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,4.98,Meiri 2008,max adult SVL,insectivore,guess based on others in family,non-migratory,"there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour",0-1km,""" """,Walking,Squamate walking tetrapod,Y,No info- based on climate,,No,No info- based on climate,,No,http://www.arod.com.au/arod/reptilia/Squamata/Scincidae/Saproscincus/,NA,terrestrial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Saproscincus_basiliscus,max
Ignacio,Sceloporus,graciosus,Phrynosomatidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,5.75,Meiri 2008,max adult SVL,insectivore,http://reptile-database.reptarium.cz/,non-migratory,"there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour",0-1km,"No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)",walking,NA,Y,"Goldberg, S. R. (1975). Reproduction in the sagebrush lizard, Sceloporus graciosus. American Midland Naturalist, 177-187.",hibernation,N,no info - based on climate,,NA,NA,NA,terrestrial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sceloporus_graciosus,"max, min"
Ignacio,Sceloporus,grammicus,Phrynosomatidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,5.649,Meiri 2008,max adult SVL,insectivore,http://reptile-database.reptarium.cz/,non-migratory,"there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour",0-1km,"No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)",walking,NA,N,Only species for which there is evidence of brumation are classified as cold dormants.,,No,NA,,NA,NA,NA,terrestrial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sceloporus_grammicus,max
Ignacio,Sceloporus,magister,Phrynosomatidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,14.2,Meiri 2008,max adult SVL,insectivore,http://reptile-database.reptarium.cz/,non-migratory,"there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour",0-1km,"No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)",walking,NA,N,Only species for which there is evidence of brumation are classified as cold dormants.,,No,NA,,NA,NA,NA,terrestrial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sceloporus_magister,max
Ignacio,Sceloporus,malachiticus,Phrynosomatidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,9.82,Meiri 2008,max adult SVL,insectivore,http://reptile-database.reptarium.cz/,non-migratory,"there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour",0-1km,"No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)",walking,NA,Y,"Marion, K. R., & Sexton, O. J. (1971). The reproductive cycle of the lizard Sceloporus malachiticus in Costa Rica. Copeia, 517-526.",hibernation,N,no info - based on climate,,NA,NA,NA,terrestrial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sceloporus_malachiticus,"max, min"
Ignacio,Sceloporus,merriami,Phrynosomatidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,6.6,Meiri 2008,max adult SVL,insectivore,http://reptile-database.reptarium.cz/,non-migratory,"there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour",0-1km,"No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)",walking,NA,Y,"Andrews, R. M. (1998). Geographic variation in field body temperature of Sceloporus lizards. Journal of Thermal Biology, 23(6), 329-334.",Sceloporus lizards generally hibernate ,N,no info - based on climate,,NA,NA,NA,terrestrial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sceloporus_merriami,"max, min"
Ignacio,Sceloporus,occidentalis,Phrynosomatidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,6.615,Meiri 2008,max adult SVL,insectivore,Johnson 1965,non-migratory,"there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour",0-1km,"No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)",walking,NA,Y,"Brasfield, Sandra M., Larry G. Talent, and David M. Janz. ""Reproductive and thyroid hormone profiles in captive Western fence lizards (Sceloporus occidentalis) after a period of brumation."" Zoo biology 27.1 (2008): 36-48.",brumination,N,no info - based on climate,,NA,NA,NA,terrestrial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sceloporus_occidentalis,"max, min"
Ignacio,Sceloporus,undulatus,Phrynosomatidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,6.25,Meiri 2008,max adult SVL,insectivore,http://reptile-database.reptarium.cz/,non-migratory,"there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour",0-1km,"No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)",walking,NA,Y,McKinney & Marion,,N,no info - based on climate,,NA,NA,NA,terrestrial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sceloporus_undulatus,"max, min"
Ignacio,Sceloporus,variabilis,Phrynosomatidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,5.807,Meiri 2008,max adult SVL,insectivore,http://reptile-database.reptarium.cz/,non-migratory,"there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour",0-1km,"No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)",walking,NA,Y,"Andrews, R. M. (1998). Geographic variation in field body temperature of Sceloporus lizards. Journal of Thermal Biology, 23(6), 329-334.",Sceloporus lizards generally hibernate ,N,no info - based on climate,,NA,NA,NA,terrestrial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sceloporus_variabilis,"max, min"
Ignacio,Sceloporus,woodi,Phrynosomatidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,5.525,Meiri 2008,max adult SVL,insectivore,http://reptile-database.reptarium.cz/,non-migratory,"there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour",0-1km,"No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)",walking,NA,N,Only species for which there is evidence of brumation are classified as cold dormants.,,No,NA,,NA,NA,NA,terrestrial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sceloporus_woodi,max
Adam A,Scelotes,gronovii,Scincidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,7,Meiri 2008,max adult SVL,insectivore,guess based on others in family,non-migratory,"there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour",0-1km,""" """,Walking,Squamate walking tetrapod,Y,No info- based on climate,,No,No info- based on climate,,No,occurs on the coast- http://reptile-database.reptarium.cz/species?genus=Scelotes&species=gronovii&search_param=%28%28search%3D%27scelotes+gronovi%27%29%29,NA,terrestrial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Scelotes_gronovii,max
Ignacio,Sphaerodactylus,gaigeae,Sphaerodactylidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,2.5,Meiri 2008,max adult SVL,insectivore,http://www.dwarfgeckos.com/,non-migratory,"there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour",0-1km,"No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)",walking,NA,Y,no info - based on climate,,N,no info - based on climate,,NA,NA,NA,terrestrial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sphaerodactylus_gaigeae,"max, min"
Ignacio,Sphaerodactylus,klauberi,Sphaerodactylidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,3.7,Meiri 2008,max adult SVL,insectivore,http://www.dwarfgeckos.com/,non-migratory,"there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour",0-1km,"No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)",walking,NA,Y,no info - based on climate,,N,no info - based on climate,,NA,NA,NA,terrestrial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sphaerodactylus_klauberi,"max, min"
Ignacio,Sphaerodactylus,macrolepis,Sphaerodactylidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,3.5,Meiri 2008,max adult SVL,insectivore,http://www.dwarfgeckos.com/,non-migratory,"there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour",0-1km,"No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)",walking,NA,Y,no info - based on climate,,N,no info - based on climate,,NA,NA,NA,terrestrial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sphaerodactylus_macrolepis,"max, min"
Ignacio,Sphaerodactylus,nicholsi,Sphaerodactylidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,2,Meiri 2008,max adult SVL,insectivore,http://www.dwarfgeckos.com/,non-migratory,"there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour",0-1km,"No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)",walking,NA,Y,no info - based on climate,,N,no info - based on climate,,NA,NA,NA,terrestrial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sphaerodactylus_nicholsi,"max, min"
Ignacio,Sphaerodactylus,roosevelti,Sphaerodactylidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,3.9,Meiri 2008,max adult SVL,insectivore,http://www.dwarfgeckos.com/,non-migratory,"there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour",0-1km,"No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)",walking,NA,Y,no info - based on climate,,N,no info - based on climate,,NA,NA,NA,terrestrial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sphaerodactylus_roosevelti,"max, min"
Ignacio,Sphaerodactylus,townsendi,Sphaerodactylidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,2.8,Meiri 2008,max adult SVL,insectivore,http://www.dwarfgeckos.com/,non-migratory,"there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour",0-1km,"No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)",walking,NA,Y,no info - based on climate,,N,no info - based on climate,,NA,NA,NA,terrestrial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sphaerodactylus_townsendi,"max, min"
Adam A,Sphenomorphus,incognitus,Scincidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,10.97,Meiri 2008,max adult SVL,insectivore,"guess based on others in genus - (Huang, W. S. (2010). Ecology and reproductive characteristics of the skink Sphenomorphus incognitus on an East Asian Island, with comments on variations in clutch size with reproductive modes in Sphenomorphus. Zoological Studies, 49(6), 779-788.)",non-migratory,"there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour",0-1km,""" """,Walking,Squamate walking tetrapod,Y,no info - based on climate,,N,no info - based on climate,,No,http://reptile-database.reptarium.cz/species?genus=Sphenomorphus&species=incognitus,NA,terrestrial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sphenomorphus_incognitus,"max, min"
Adam A,Sphenomorphus,indicus,Scincidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,10.47,Meiri 2008,max adult SVL,insectivore,"guess based on others in genus - (Huang, W. S. (2010). Ecology and reproductive characteristics of the skink Sphenomorphus incognitus on an East Asian Island, with comments on variations in clutch size with reproductive modes in Sphenomorphus. Zoological Studies, 49(6), 779-788.)",non-migratory,"there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour",0-1km,""" """,Walking,Squamate walking tetrapod,Y,no info - based on climate,,N,no info - based on climate,,No,http://reptile-database.reptarium.cz/species?genus=Sphenomorphus&species=indicus&search_param=%28%28genus%3D%27sphenomorphus%27%29%29,NA,terrestrial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sphenomorphus_indicus,"max, min"
Miguel R.,Storeria,occipitomaculata,Colubridae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,40.6,ADW U of Michigan,max total body length,carnivore,ADW U of Michigan,non-migratory,"there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour",NA,NA,slithering,Squamate slithering tetrapod,NA,NA,,NA,NA,,NA,NA,NA,terrestrial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Storeria_occipitomaculata,max
Miguel R.,Takydromus,formosanus,Lacertidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,NA,NA,NA,insectivore,guess based on others in genus,non-migratory,"there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour",NA,NA,slithering,Squamate slithering tetrapod,Y,no info - based on congeners,,N,no info - based on climate,,NA,NA,NA,terrestrial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Takydromus_formosanus,"max, min"
Miguel R.,Takydromus,hsuehshanensis,Lacertidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,7,Huang et al. (2014) Oecologia 175(1): 25-35,max adult SVL,insectivore,guess based on others in genus,non-migratory,"there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour",NA,NA,slithering,Squamate slithering tetrapod,Y,"Chen, Y. H., Tu, M. C., & Huang, S. P. (2013). Synergistic limits to the altitudinal distribution of a high-altitude lizard, takydromus hsuehshanensis. Zoological science, 30(1), 15-20.",long winter hibernation at high altitude,N,no info - based on climate,,NA,NA,NA,terrestrial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Takydromus_hsuehshanensis,"max, min"
Miguel R.,Takydromus,septentrionalis,Lacertidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,8,Du et al. (2005) Biological Journal of the Linnean Society 85(4): 443-453,max adult SVL,insectivore,Xiang et al. (1996) Journal of Thermal Biology 21(3): 155-161,non-migratory,"there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour",NA,NA,slithering,Squamate slithering tetrapod,Y,"Yong-pu, Z. H. A. N. G. (2003). Food Habits of the Grass Lizard (Takydromus Septentrionalis) before and after Hibernation in Taishun, Zhejiang. Journal of Wenzhou Teachers College, (5), 18.",hibernation,N,no info - based on climate,,NA,NA,NA,terrestrial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Takydromus_septentrionalis,"max, min"
Miguel R.,Takydromus,sexlineatus,Lacertidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,6,Zhang et al. (2004) Journal of thermal Biology 29(1): 45-53,max adult SVL,insectivore,guess based on others in genus,non-migratory,"there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour",NA,NA,slithering,Squamate slithering tetrapod,Y,no info - based on congeners,,N,no info - based on climate,,NA,NA,NA,terrestrial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Takydromus_sexlineatus,"max, min"
Miguel R.,Takydromus,stejnegeri,Lacertidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,NA,NA,NA,insectivore,guess based on others in genus,non-migratory,"there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour",NA,NA,slithering,Squamate slithering tetrapod,Y,no info - based on congeners,,N,no info - based on climate,,NA,NA,NA,terrestrial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Takydromus_stejnegeri,"max, min"
Adam A,Tarentola,boettgeri,Gekkonidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,6,Meiri 2008,max adult SVL,insectivore,10.1093/sysbio/40.2.172,non-migratory,"there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour",0-1km,""" """,Walking,Squamate walking tetrapod,N,"no info - based on climate (semi-arid, Portugal)",,N,no info - based on climate,,No,Based on range,NA,terrestrial,"I'm confident it is an insectivore (almost all geckos are), but the reference is thin - just a statement in paper given by doi that the Canarian geckos are insectivores",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tarentola_boettgeri,"max, min"
Adam A,Teratoscincus,przewalskii,Gekkonidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,9.7,Meiri 2008,max adult SVL,insectivore,10.1890/0012-9658(2002)083[1870:LHRREO]2.0.CO;2,non-migratory,"there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour",0-1km,""" """,Walking,Squamate walking tetrapod,Y,No info- Based on climate,,No,No info- based on climate,,No,Based on range,NA,terrestrial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Teratoscincus_przewalskii,min
